date;supplier_name;country;region;product;unit_price;uom;volume;currency;value
2025.02.28;Hunan Apparel & Exports Inc.;China;East Asia;Polyester;1721.82;MT;100613.006;USD;173237821
2025.03.31;Hunan Apparel & Exports Inc.;China;East Asia;Polyester;1759.24;MT;141211.236;USD;248424326
2025.04.30;Hunan Apparel & Exports Inc.;China;East Asia;Polyester;2497.60;MT;148271.798;USD;370323092
2025.05.31;Hunan Apparel & Exports Inc.;China;East Asia;Polyester;2481.96;MT;138387.011;USD;343470507
2025.06.30;Hunan Apparel & Exports Inc.;China;East Asia;Polyester;2441.51;MT;129914.337;USD;317187098
2024.07.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;9850.16;MT;2114.827;USD;20831382
2024.08.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;7153.02;MT;2337.441;USD;16719750
2024.09.30;Hunan Apparel & Exports Inc.;China;East Asia;Button;7425.42;MT;2409.733;USD;17893282
2024.10.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;9763.81;MT;2524.482;USD;24648553
2024.11.30;Hunan Apparel & Exports Inc.;China;East Asia;Button;6999.14;MT;2507.269;USD;17548718
2024.12.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;8159.17;MT;2616.281;USD;21346684
2025.01.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;6969.64;MT;1962.211;USD;13675905
2025.02.28;Hunan Apparel & Exports Inc.;China;East Asia;Button;9147.45;MT;1635.176;USD;14957685
2025.03.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;9832.98;MT;2294.984;USD;22566530
2025.04.30;Hunan Apparel & Exports Inc.;China;East Asia;Button;9771.41;MT;2409.733;USD;23546479
2025.05.31;Hunan Apparel & Exports Inc.;China;East Asia;Button;7497.42;MT;2249.084;USD;16862334
2025.06.30;Hunan Apparel & Exports Inc.;China;East Asia;Button;8630.01;MT;2111.385;USD;18221263
2024.07.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9404.52;MT;18771.146;USD;176533559
2024.08.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;7282.90;MT;20747.056;USD;151098740
2024.09.30;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9719.73;MT;21388.717;USD;207892643
2024.10.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;8420.52;MT;22407.228;USD;188680451
2024.11.30;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;8227.88;MT;22254.451;USD;183107000
2024.12.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;8155.41;MT;23222.036;USD;189385301
2025.01.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9106.16;MT;17416.527;USD;158597635
2025.02.28;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9915.79;MT;14513.772;USD;143915508
2025.03.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;8657.26;MT;20370.207;USD;176350228
2025.04.30;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9819.07;MT;21388.717;USD;210017298
2025.05.31;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;9778.33;MT;19962.803;USD;195202959
2025.06.30;Tianjin Wool & Cashmere Co.;China;East Asia;Cotton;8727.03;MT;18740.590;USD;163549767
2024.07.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;7507.46;MT;163911.096;USD;1230556636
2024.08.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;7629.43;MT;181164.895;USD;1382184539
2024.09.30;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;5602.21;MT;186767.934;USD;1046312522
2024.10.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;7256.67;MT;195661.645;USD;1419852049
2024.11.30;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;6191.04;MT;194327.588;USD;1203090777
2024.12.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;6912.79;MT;202776.614;USD;1401751333
2025.01.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;5583.68;MT;152082.460;USD;849179482
2025.02.28;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;6572.01;MT;126735.383;USD;832906839
2025.03.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;5643.86;MT;177874.222;USD;1003897125
2025.04.30;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;7519.51;MT;186767.934;USD;1404403829
2025.05.31;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;5806.13;MT;174316.738;USD;1012106191
2025.06.30;Tianjin Wool & Cashmere Co.;China;East Asia;Buckle;5325.87;MT;163644.285;USD;871547825
2024.07.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;23590.99;MT;3722.011;USD;87805923
2024.08.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;17845.58;MT;4113.801;USD;73413177
2024.09.30;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;19529.29;MT;4241.032;USD;82824346
2024.10.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;17471.29;MT;4442.986;USD;77624683
2024.11.30;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;23449.61;MT;4412.693;USD;103475949
2024.12.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;16931.95;MT;4604.549;USD;77963993
2025.01.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;21570.56;MT;3453.412;USD;74492038
2025.02.28;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;16398.88;MT;2877.843;USD;47193402
2025.03.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;21246.96;MT;4039.078;USD;85818141
2025.04.30;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;22666.07;MT;4241.032;USD;96127522
2025.05.31;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;23467.87;MT;3958.297;USD;92892785
2025.06.30;Tianjin Wool & Cashmere Co.;China;East Asia;Linen;23385.40;MT;3715.952;USD;86899024
2024.07.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4803.15;MT;55295.460;USD;265592310
2024.08.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;5495.87;MT;61116.034;USD;335885795
2024.09.30;Chongqing Silk Products Ltd.;China;East Asia;Nylon;6410.33;MT;63006.221;USD;403890445
2024.10.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4761.04;MT;66006.517;USD;314259801
2024.11.30;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4764.93;MT;65556.473;USD;312372328
2024.12.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4655.93;MT;68406.754;USD;318496922
2025.01.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4488.54;MT;51305.066;USD;230284966
2025.02.28;Chongqing Silk Products Ltd.;China;East Asia;Nylon;6182.53;MT;42754.221;USD;264329418
2025.03.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4829.63;MT;60005.925;USD;289806580
2025.04.30;Chongqing Silk Products Ltd.;China;East Asia;Nylon;6470.10;MT;63006.221;USD;407656436
2025.05.31;Chongqing Silk Products Ltd.;China;East Asia;Nylon;6447.36;MT;58805.806;USD;379142301
2025.06.30;Chongqing Silk Products Ltd.;China;East Asia;Nylon;4789.75;MT;55205.451;USD;264420104
2024.07.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;70864.99;MT;232.759;USD;16494449
2024.08.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;73563.72;MT;257.260;USD;18924981
2024.09.30;Chongqing Silk Products Ltd.;China;East Asia;Silk;54636.84;MT;265.216;USD;14490574
2024.10.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;71292.82;MT;277.846;USD;19808389
2024.11.30;Chongqing Silk Products Ltd.;China;East Asia;Silk;72030.21;MT;275.951;USD;19876817
2024.12.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;71395.79;MT;287.949;USD;20558346
2025.01.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;68616.79;MT;215.962;USD;14818602
2025.02.28;Chongqing Silk Products Ltd.;China;East Asia;Silk;73199.78;MT;179.968;USD;13173626
2025.03.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;73297.23;MT;252.587;USD;18513916
2025.04.30;Chongqing Silk Products Ltd.;China;East Asia;Silk;75522.85;MT;265.216;USD;20029882
2025.05.31;Chongqing Silk Products Ltd.;China;East Asia;Silk;57471.27;MT;247.535;USD;14226156
2025.06.30;Chongqing Silk Products Ltd.;China;East Asia;Silk;65760.02;MT;232.380;USD;15281306
2024.07.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;1847.76;MT;130126.154;USD;240441817
2024.08.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;1870.80;MT;143823.644;USD;269065190
2024.09.30;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2334.71;MT;148271.798;USD;346171469
2024.10.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2310.94;MT;155332.359;USD;358963911
2024.11.30;Chongqing Silk Products Ltd.;China;East Asia;Polyester;1686.85;MT;154273.275;USD;260235500
2024.12.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2247.07;MT;160980.809;USD;361735777
2025.01.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2397.16;MT;120735.607;USD;289422354
2025.02.28;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2136.30;MT;100613.006;USD;214939837
2025.03.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2391.91;MT;141211.236;USD;337765228
2025.04.30;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2494.98;MT;148271.798;USD;369934881
2025.05.31;Chongqing Silk Products Ltd.;China;East Asia;Polyester;1805.08;MT;138387.011;USD;249799667
2025.06.30;Chongqing Silk Products Ltd.;China;East Asia;Polyester;2350.85;MT;129914.337;USD;305409566
2024.07.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;7314.12;MT;29618.602;USD;216634027
2024.08.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;7334.59;MT;32736.350;USD;240107585
2024.09.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;6180.38;MT;33748.814;USD;208580482
2024.10.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;7208.73;MT;35355.901;USD;254871180
2024.11.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;6387.53;MT;35114.838;USD;224297121
2024.12.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;5358.41;MT;36641.570;USD;196340424
2025.01.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;5235.82;MT;27481.177;USD;143886573
2025.02.28;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;6766.25;MT;22900.981;USD;154953781
2025.03.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;6952.57;MT;32141.728;USD;223467513
2025.04.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;6302.11;MT;33748.814;USD;212688895
2025.05.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;5358.20;MT;31498.893;USD;168777255
2025.06.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Denim;7250.38;MT;29570.390;USD;214396533
2024.07.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;10249.02;MT;4232.036;USD;43374219
2024.08.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;9703.61;MT;4677.514;USD;45388791
2024.09.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;10415.62;MT;4822.179;USD;50225986
2024.10.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;7692.12;MT;5051.807;USD;38859116
2024.11.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;7487.59;MT;5017.363;USD;37567977
2024.12.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;9662.82;MT;5235.509;USD;50589756
2025.01.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;9454.85;MT;3926.632;USD;37125722
2025.02.28;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;8362.20;MT;3272.193;USD;27362727
2025.03.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;7589.26;MT;4592.552;USD;34854069
2025.04.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;8932.59;MT;4822.179;USD;43074572
2025.05.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;10341.42;MT;4500.701;USD;46543633
2025.06.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Zipper;7738.50;MT;4225.147;USD;32696296
2024.07.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7153.02;MT;2114.827;USD;15127393
2024.08.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7551.22;MT;2337.441;USD;17650525
2024.09.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7392.77;MT;2409.733;USD;17814595
2024.10.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;6999.14;MT;2524.482;USD;17669189
2024.11.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;9167.64;MT;2507.269;USD;22985753
2024.12.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;9086.90;MT;2616.281;USD;23773880
2025.01.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;8036.77;MT;1962.211;USD;15769831
2025.02.28;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;9832.98;MT;1635.176;USD;16078653
2025.03.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7398.52;MT;2294.984;USD;16979488
2025.04.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7170.63;MT;2409.733;USD;17279302
2025.05.31;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;8630.01;MT;2249.084;USD;19409606
2025.06.30;Zhejiang Fibre Trading (Pvt.) Ltd.;China;East Asia;Button;7584.50;MT;2111.385;USD;16013799
2024.07.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;15549.38;MT;3722.011;USD;57874964
2024.08.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;15481.00;MT;4113.801;USD;63685764
2024.09.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;12986.79;MT;4241.032;USD;55077377
2024.10.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;12904.67;MT;4442.986;USD;57335261
2024.11.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;14594.94;MT;4412.693;USD;64403001
2024.12.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;12157.03;MT;4604.549;USD;55977643
2025.01.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;12802.65;MT;3453.412;USD;44212835
2025.02.28;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;17407.99;MT;2877.843;USD;50097478
2025.03.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;13530.40;MT;4039.078;USD;54650331
2025.04.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;13649.35;MT;4241.032;USD;57887327
2025.05.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;17548.29;MT;3958.297;USD;69461339
2025.06.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Linen;14978.94;MT;3715.952;USD;55661034
2024.07.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;5008.03;MT;55295.460;USD;276921514
2024.08.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;4803.15;MT;61116.034;USD;293549396
2024.09.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;4606.64;MT;63006.221;USD;290246879
2024.10.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;4916.71;MT;66006.517;USD;324535137
2024.11.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;4978.02;MT;65556.473;USD;326341499
2024.12.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;5529.05;MT;68406.754;USD;378224337
2025.01.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;6070.32;MT;51305.066;USD;311438102
2025.02.28;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;6016.85;MT;42754.221;USD;257245872
2025.03.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;5321.51;MT;60005.925;USD;319322308
2025.04.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;6510.87;MT;63006.221;USD;410225283
2025.05.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;6470.10;MT;58805.806;USD;380479341
2025.06.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Nylon;4881.69;MT;55205.451;USD;269495738
2024.07.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1832.10;MT;130126.154;USD;238404258
2024.08.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1370.56;MT;143823.644;USD;197118980
2024.09.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1399.05;MT;148271.798;USD;207440130
2024.10.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1416.50;MT;155332.359;USD;220028015
2024.11.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1827.85;MT;154273.275;USD;281988809
2024.12.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1288.57;MT;160980.809;USD;207434431
2025.01.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1313.18;MT;120735.607;USD;158547302
2025.02.28;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1701.40;MT;100613.006;USD;171182867
2025.03.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1374.27;MT;141211.236;USD;194062972
2025.04.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1393.98;MT;148271.798;USD;206688660
2025.05.31;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1389.09;MT;138387.011;USD;192231514
2025.06.30;Liaoning Knitwear Manufacturing (PLC);China;East Asia;Polyester;1850.73;MT;129914.337;USD;240436188
2024.07.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;7111.57;MT;163911.096;USD;1165664785
2024.08.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;7507.46;MT;181164.895;USD;1360088584
2024.09.30;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;7148.66;MT;186767.934;USD;1335139635
2024.10.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;9645.04;MT;195661.645;USD;1887165202
2024.11.30;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;8111.89;MT;194327.588;USD;1576364291
2024.12.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;6929.25;MT;202776.614;USD;1405090834
2025.01.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;8977.79;MT;152082.460;USD;1365363688
2025.02.28;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;7251.64;MT;126735.383;USD;919039873
2025.03.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;9590.17;MT;177874.222;USD;1705844334
2025.04.30;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;7453.98;MT;186767.934;USD;1392164312
2025.05.31;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;9640.49;MT;174316.738;USD;1680498148
2025.06.30;Sichuan Garment & Dyeing Co.;China;East Asia;Buckle;8604.01;MT;163644.285;USD;1407996489
2024.07.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5268.44;MT;29618.602;USD;156043685
2024.08.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;7031.24;MT;32736.350;USD;230176990
2024.09.30;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;6844.28;MT;33748.814;USD;230986342
2024.10.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;4988.99;MT;35355.901;USD;176390379
2024.11.30;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5899.61;MT;35114.838;USD;207163822
2024.12.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5052.51;MT;36641.570;USD;185131898
2025.01.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;6937.21;MT;27481.177;USD;190642731
2025.02.28;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5249.35;MT;22900.981;USD;120215260
2025.03.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5469.30;MT;32141.728;USD;175792607
2025.04.30;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5276.89;MT;33748.814;USD;178088796
2025.05.31;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;5532.82;MT;31498.893;USD;174277611
2025.06.30;Sichuan Garment & Dyeing Co.;China;East Asia;Denim;6054.83;MT;29570.390;USD;179043716
2024.07.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;56513.85;MT;232.759;USD;13154094
2024.08.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;55120.05;MT;257.260;USD;14180166
2024.09.30;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;73274.25;MT;265.216;USD;19433517
2024.10.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;76064.73;MT;277.846;USD;21134245
2024.11.30;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;74191.90;MT;275.951;USD;20473338
2024.12.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;71292.82;MT;287.949;USD;20528695
2025.01.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;61998.81;MT;215.962;USD;13389370
2025.02.28;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;51509.69;MT;179.968;USD;9270101
2025.03.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;70949.62;MT;252.587;USD;17920939
2025.04.30;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;72260.82;MT;265.216;USD;19164739
2025.05.31;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;75789.18;MT;247.535;USD;18760482
2025.06.30;Sichuan Garment & Dyeing Co.;China;East Asia;Silk;54487.22;MT;232.380;USD;12661734
2024.07.31;Hefei Textile Corporation;China;East Asia;Cotton;7493.01;MT;18771.146;USD;140652313
2024.08.31;Hefei Textile Corporation;China;East Asia;Cotton;6873.21;MT;20747.056;USD;142598830
2024.09.30;Hefei Textile Corporation;China;East Asia;Cotton;9688.63;MT;21388.717;USD;207227362
2024.10.31;Hefei Textile Corporation;China;East Asia;Cotton;7103.58;MT;22407.228;USD;159171570
2024.11.30;Hefei Textile Corporation;China;East Asia;Cotton;6914.70;MT;22254.451;USD;153882910
2024.12.31;Hefei Textile Corporation;China;East Asia;Cotton;9174.74;MT;23222.036;USD;213056113
2025.01.31;Hefei Textile Corporation;China;East Asia;Cotton;7989.75;MT;17416.527;USD;139153649
2025.02.28;Hefei Textile Corporation;China;East Asia;Cotton;6655.15;MT;14513.772;USD;96591398
2025.03.31;Hefei Textile Corporation;China;East Asia;Cotton;9517.03;MT;20370.207;USD;193863925
2025.04.30;Hefei Textile Corporation;China;East Asia;Cotton;9529.70;MT;21388.717;USD;203828130
2025.05.31;Hefei Textile Corporation;China;East Asia;Cotton;7406.98;MT;19962.803;USD;147864084
2025.06.30;Hefei Textile Corporation;China;East Asia;Cotton;7472.10;MT;18740.590;USD;140031536
2024.07.31;Hefei Textile Corporation;China;East Asia;Zipper;7118.26;MT;4232.036;USD;30124716
2024.08.31;Hefei Textile Corporation;China;East Asia;Zipper;8815.72;MT;4677.514;USD;41235659
2024.09.30;Hefei Textile Corporation;China;East Asia;Zipper;8776.95;MT;4822.179;USD;42324043
2024.10.31;Hefei Textile Corporation;China;East Asia;Zipper;9599.57;MT;5051.807;USD;48495159
2024.11.30;Hefei Textile Corporation;China;East Asia;Zipper;6997.40;MT;5017.363;USD;35108507
2024.12.31;Hefei Textile Corporation;China;East Asia;Zipper;7251.86;MT;5235.509;USD;37967184
2025.01.31;Hefei Textile Corporation;China;East Asia;Zipper;8222.89;MT;3926.632;USD;32288267
2025.02.28;Hefei Textile Corporation;China;East Asia;Zipper;7258.46;MT;3272.193;USD;23751095
2025.03.31;Hefei Textile Corporation;China;East Asia;Zipper;10205.00;MT;4592.552;USD;46867000
2025.04.30;Hefei Textile Corporation;China;East Asia;Zipper;8752.92;MT;4822.179;USD;42208143
2025.05.31;Hefei Textile Corporation;China;East Asia;Zipper;10050.16;MT;4500.701;USD;45232751
2025.06.30;Hefei Textile Corporation;China;East Asia;Zipper;10287.25;MT;4225.147;USD;43465137
2024.07.31;Hefei Textile Corporation;China;East Asia;Button;9831.33;MT;2114.827;USD;20791569
2024.08.31;Hefei Textile Corporation;China;East Asia;Button;8578.29;MT;2337.441;USD;20051242
2024.09.30;Hefei Textile Corporation;China;East Asia;Button;8211.09;MT;2409.733;USD;19786537
2024.10.31;Hefei Textile Corporation;China;East Asia;Button;10816.21;MT;2524.482;USD;27305324
2024.11.30;Hefei Textile Corporation;China;East Asia;Button;10368.44;MT;2507.269;USD;25996469
2024.12.31;Hefei Textile Corporation;China;East Asia;Button;10303.64;MT;2616.281;USD;26957227
2025.01.31;Hefei Textile Corporation;China;East Asia;Button;8463.58;MT;1962.211;USD;16607322
2025.02.28;Hefei Textile Corporation;China;East Asia;Button;9795.72;MT;1635.176;USD;16017719
2025.03.31;Hefei Textile Corporation;China;East Asia;Button;8181.92;MT;2294.984;USD;18777364
2025.04.30;Hefei Textile Corporation;China;East Asia;Button;9847.11;MT;2409.733;USD;23728903
2025.05.31;Hefei Textile Corporation;China;East Asia;Button;8654.16;MT;2249.084;USD;19463920
2025.06.30;Hefei Textile Corporation;China;East Asia;Button;10641.24;MT;2111.385;USD;22467748
2024.07.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2119.97;MT;130126.154;USD;275863257
2024.08.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2388.66;MT;143823.644;USD;343545921
2024.09.30;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2368.82;MT;148271.798;USD;351229355
2024.10.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;1774.11;MT;155332.359;USD;275576654
2024.11.30;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2448.22;MT;154273.275;USD;377694655
2024.12.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2304.76;MT;160980.809;USD;371022914
2025.01.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2252.04;MT;120735.607;USD;271901295
2025.02.28;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;1712.10;MT;100613.006;USD;172259311
2025.03.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;1701.40;MT;141211.236;USD;240256575
2025.04.30;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2415.48;MT;148271.798;USD;358147525
2025.05.31;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2400.35;MT;138387.011;USD;332177805
2025.06.30;Nanjing Fabric & Trim Ltd.;China;East Asia;Polyester;2441.51;MT;129914.337;USD;317187684
