report_id;date;importer;exporter;product;uom;volume;currency;value;unit_price
2703;2024.09.30;France;South Korea;Cotton;MT;5.103;USD;110212.612;21597.61
2704;2024.09.30;France;Pakistan;Cotton;MT;280.225;USD;1906965.725;6805.12
2705;2024.09.30;France;India;Cotton;MT;50.482;USD;506811.204;10039.44
2706;2024.09.30;France;Vietnam;Cotton;MT;0.616;USD;16667.885;27058.25
2707;2024.09.30;France;Thailand;Cotton;MT;0.109;USD;2906.44;26664.59
2708;2024.09.30;France;Bangladesh;Denim;MT;0.772;USD;4946.612;6407.53
2709;2024.09.30;France;Sri Lanka;Denim;MT;0.018;USD;48.866;2714.78
2710;2024.09.30;France;China;Denim;MT;39.401;USD;223762.577;5679.11
2711;2024.09.30;France;Indonesia;Denim;MT;0.004;USD;333.18;83295
2712;2024.09.30;France;Japan;Denim;MT;7.098;USD;284698.978;40109.75
2713;2024.09.30;France;South Korea;Denim;MT;0.079;USD;36758.639;465299.23
2714;2024.09.30;France;Pakistan;Denim;MT;145.629;USD;551886.016;3789.67
2715;2024.09.30;France;India;Denim;MT;27.462;USD;291903.44;10629.36
2716;2024.09.30;France;Thailand;Denim;MT;15.169;USD;35323.744;2328.68
2717;2024.09.30;France;Sri Lanka;Denim;MT;0.001;USD;26.654;26654
2718;2024.09.30;France;China;Denim;MT;5.974;USD;37086.266;6207.95
2719;2024.09.30;France;Japan;Denim;MT;0.029;USD;5239.811;180683.14
2720;2024.09.30;France;South Korea;Denim;MT;0.401;USD;145559.678;362991.72
2721;2024.09.30;France;Pakistan;Denim;MT;1.634;USD;6337.084;3878.26
2722;2024.09.30;France;India;Denim;MT;1.57;USD;63505.219;40449.18
2723;2024.09.30;France;Thailand;Denim;MT;0.002;USD;174.364;87182
2724;2024.09.30;France;Japan;Linen;MT;0.001;USD;919.577;919577
2725;2024.09.30;France;China;Linen;MT;12.7;USD;241654.343;19027.9
2726;2024.09.30;France;Indonesia;Linen;MT;0.002;USD;5.553;2776.5
2727;2024.09.30;France;Japan;Linen;MT;0.044;USD;4125.879;93769.98
2728;2024.09.30;France;India;Linen;MT;6.245;USD;300406.194;48103.47
2729;2024.09.30;France;Thailand;Linen;MT;0.418;USD;44543.945;106564.46
2730;2024.09.30;Germany;China;Silk;MT;0.001;USD;36.65;36650
2731;2024.09.30;Germany;Japan;Silk;MT;0.082;USD;6384.839;77863.89
2732;2024.09.30;Germany;India;Silk;MT;0.623;USD;26899.843;43177.92
2733;2024.09.30;Germany;China;Silk;MT;0.624;USD;91691.136;146940.92
2734;2024.09.30;Germany;India;Silk;MT;0.514;USD;92850.602;180643.19
2735;2024.09.30;Germany;Bangladesh;Cotton;MT;0.01;USD;26.654;2665.4
2736;2024.09.30;Germany;China;Cotton;MT;0.001;USD;3.332;3332
2737;2024.09.30;Germany;Pakistan;Cotton;MT;143.014;USD;358132.961;2504.18
2738;2024.09.30;Germany;India;Cotton;MT;0.007;USD;59.972;8567.43
2739;2024.09.30;Germany;Thailand;Cotton;MT;0.898;USD;1601.485;1783.39
2740;2024.09.30;Germany;China;Cotton;MT;88.968;USD;848482.852;9536.94
2741;2024.09.30;Germany;Pakistan;Cotton;MT;190.558;USD;828821.9;4349.45
2742;2024.09.30;Germany;India;Cotton;MT;624.531;USD;2897319.953;4639.19
2743;2024.09.30;Germany;Bangladesh;Cotton;MT;0.015;USD;800.743;53382.87
2744;2024.09.30;Germany;China;Cotton;MT;174.065;USD;1970405.419;11319.94
2745;2024.09.30;Germany;Indonesia;Cotton;MT;0.023;USD;2096.813;91165.78
2746;2024.09.30;Germany;Japan;Cotton;MT;0.472;USD;14678.8;31099.15
2747;2024.09.30;Germany;South Korea;Cotton;MT;0.377;USD;11613.544;30805.16
2748;2024.09.30;Germany;Pakistan;Cotton;MT;456.026;USD;3086599.511;6768.47
2749;2024.09.30;Germany;India;Cotton;MT;102.359;USD;505760.576;4941.05
2750;2024.09.30;Germany;Vietnam;Cotton;MT;1.251;USD;33091.438;26451.99
2751;2024.09.30;Germany;Thailand;Cotton;MT;0.386;USD;7506.545;19447.01
2752;2024.09.30;Germany;Bangladesh;Denim;MT;0.035;USD;780.752;22307.2
2753;2024.09.30;Germany;Sri Lanka;Denim;MT;0.001;USD;74.41;74410
2754;2024.09.30;Germany;China;Denim;MT;15.064;USD;99032.202;6574.1
2755;2024.09.30;Germany;Indonesia;Denim;MT;17.553;USD;219026.979;12478.04
2756;2024.09.30;Germany;Japan;Denim;MT;0.396;USD;13426.043;33904.15
2757;2024.09.30;Germany;Pakistan;Denim;MT;292.179;USD;1460233.539;4997.74
2758;2024.09.30;Germany;India;Denim;MT;72.689;USD;345111.176;4747.78
2759;2024.09.30;Germany;Vietnam;Denim;MT;0.007;USD;112.171;16024.43
2760;2024.09.30;Germany;Thailand;Denim;MT;0.039;USD;528.646;13555.03
2761;2024.09.30;Germany;China;Denim;MT;7.887;USD;56053.093;7107.02
2762;2024.09.30;Germany;Pakistan;Denim;MT;46.943;USD;244216.498;5202.41
2763;2024.09.30;Germany;India;Denim;MT;7.221;USD;83016.239;11496.5
2764;2024.09.30;Germany;China;Linen;MT;11.2;USD;228454.862;20397.76
2765;2024.09.30;Germany;Japan;Linen;MT;0.002;USD;154.373;77186.5
2766;2024.09.30;Germany;Pakistan;Linen;MT;0.257;USD;1983.532;7718.02
2767;2024.09.30;Germany;India;Linen;MT;4.175;USD;210905.161;50516.21
2768;2024.09.30;Germany;Thailand;Linen;MT;0.016;USD;1426.01;89125.63
2769;2024.09.30;Italy;China;Silk;MT;35.86;USD;2537608.829;70764.33
2770;2024.09.30;Japan;China;Silk;MT;13.221;USD;944137.141;71411.93
2771;2024.09.30;Japan;Thailand;Silk;MT;0.33;USD;27963.831;84738.88
2772;2024.09.30;Italy;China;Silk;MT;0.05;USD;3357.344;67146.88
2773;2024.09.30;Italy;Japan;Silk;MT;0.017;USD;3290.708;193571.06
2774;2024.09.30;Italy;China;Silk;MT;76.445;USD;8974008.945;117391.71
2775;2024.09.30;Italy;Japan;Silk;MT;0.147;USD;80902.768;550358.97
2776;2024.09.30;Italy;South Korea;Silk;MT;0.038;USD;9270.178;243952.05
2777;2024.09.30;Italy;India;Silk;MT;2.406;USD;265114.658;110188.97
2778;2024.09.30;Japan;China;Silk;MT;7.027;USD;893599.76;127166.61
2779;2024.09.30;Japan;South Korea;Silk;MT;0.159;USD;31036.012;195195.04
2780;2024.09.30;Japan;India;Silk;MT;1.048;USD;102457.243;97764.54
2781;2024.09.30;Japan;Vietnam;Silk;MT;12.6;USD;1139786.207;90459.22
2782;2024.09.30;Italy;China;Cotton;MT;0.792;USD;2858.684;3609.45
2783;2024.09.30;Italy;Pakistan;Cotton;MT;60.743;USD;184913.789;3044.2
2784;2024.09.30;Italy;India;Cotton;MT;58.242;USD;136894.777;2350.45
2785;2024.09.30;Japan;India;Cotton;MT;131.085;USD;317063.064;2418.76
2786;2024.09.30;Italy;China;Cotton;MT;311.916;USD;3264975.198;10467.48
2787;2024.09.30;Italy;Indonesia;Cotton;MT;9.146;USD;38159.105;4172.22
2788;2024.09.30;Italy;Japan;Cotton;MT;0.694;USD;55857.627;80486.49
2789;2024.09.30;Italy;Pakistan;Cotton;MT;514.244;USD;2168625.307;4217.11
2790;2024.09.30;Italy;India;Cotton;MT;1016.429;USD;6903705.056;6792.12
2791;2024.09.30;Italy;Vietnam;Cotton;MT;0.038;USD;1517.08;39923.16
2792;2024.09.30;Japan;China;Cotton;MT;195.783;USD;1184290.941;6049
2793;2024.09.30;Japan;Indonesia;Cotton;MT;652.603;USD;2372121.874;3634.86
2794;2024.09.30;Japan;South Korea;Cotton;MT;5.724;USD;27789.275;4854.87
2795;2024.09.30;Japan;Pakistan;Cotton;MT;744.683;USD;2261495.421;3036.86
2796;2024.09.30;Japan;India;Cotton;MT;394.253;USD;2384187.167;6047.35
2797;2024.09.30;Japan;Vietnam;Cotton;MT;772.556;USD;2649958.77;3430.12
2798;2024.09.30;Japan;Thailand;Cotton;MT;183.768;USD;1205838.103;6561.74
2799;2024.09.30;Italy;China;Cotton;MT;620.192;USD;6314139.715;10180.94
2800;2024.09.30;Italy;Indonesia;Cotton;MT;1.321;USD;10783.926;8163.46
2801;2024.09.30;Italy;Japan;Cotton;MT;5.158;USD;409427.132;79377.11
2802;2024.09.30;Italy;South Korea;Cotton;MT;2.972;USD;84738.78;28512.38
2803;2024.09.30;Italy;Pakistan;Cotton;MT;845.669;USD;5067919.906;5992.79
2804;2024.09.30;Italy;India;Cotton;MT;210.997;USD;1760257.687;8342.57
2805;2024.09.30;Italy;Vietnam;Cotton;MT;5.347;USD;65691.99;12285.77
2806;2024.09.30;Japan;China;Cotton;MT;498.002;USD;3340585.103;6707.98
2807;2024.09.30;Japan;Indonesia;Cotton;MT;237.445;USD;1209482.827;5093.74
2808;2024.09.30;Japan;South Korea;Cotton;MT;2.891;USD;81405.82;28158.36
2809;2024.09.30;Japan;Pakistan;Cotton;MT;310.621;USD;1208875.373;3891.8
2810;2024.09.30;Japan;India;Cotton;MT;58.503;USD;383073.067;6547.92
2811;2024.09.30;Japan;Vietnam;Cotton;MT;1.026;USD;20059.947;19551.61
2812;2024.09.30;Japan;Thailand;Cotton;MT;15.506;USD;107959.24;6962.42
2813;2024.09.30;Italy;Bangladesh;Denim;MT;0.508;USD;2481.08;4884.02
2814;2024.09.30;Italy;China;Denim;MT;366.481;USD;2042718.806;5573.87
2815;2024.09.30;Italy;Indonesia;Denim;MT;22.731;USD;276072.948;12145.22
2816;2024.09.30;Italy;Japan;Denim;MT;48.098;USD;1603006.722;33327.93
2817;2024.09.30;Italy;Pakistan;Denim;MT;611.873;USD;3028958.26;4950.31
2818;2024.09.30;Italy;India;Denim;MT;76.137;USD;322687.051;4238.24
2819;2024.09.30;Italy;Vietnam;Denim;MT;0.238;USD;3095.242;13005.22
2820;2024.09.30;Italy;Thailand;Denim;MT;0.03;USD;1906.9;63563.33
2821;2024.09.30;Japan;China;Denim;MT;42.352;USD;329002.678;7768.29
2822;2024.09.30;Japan;Indonesia;Denim;MT;49.303;USD;337674.607;6848.97
2823;2024.09.30;Japan;South Korea;Denim;MT;0.075;USD;2436.798;32490.64
2824;2024.09.30;Japan;Pakistan;Denim;MT;277.118;USD;983893.958;3550.45
2825;2024.09.30;Japan;India;Denim;MT;37.018;USD;153657.936;4150.9
2826;2024.09.30;Japan;Vietnam;Denim;MT;11.937;USD;71162.888;5961.54
2827;2024.09.30;Japan;Thailand;Denim;MT;10.817;USD;65570.122;6061.77
2828;2024.09.30;Italy;China;Denim;MT;88.594;USD;621076.396;7010.37
2829;2024.09.30;Italy;Indonesia;Denim;MT;3.986;USD;42844.727;10748.8
2830;2024.09.30;Italy;Japan;Denim;MT;0.861;USD;63364.172;73593.7
2831;2024.09.30;Italy;Pakistan;Denim;MT;98.526;USD;483611.881;4908.47
2832;2024.09.30;Italy;India;Denim;MT;75.674;USD;221882.332;2932.08
2833;2024.09.30;Japan;China;Denim;MT;9.145;USD;81887.593;8954.36
2834;2024.09.30;Japan;Indonesia;Denim;MT;1.042;USD;5941.878;5702.38
2835;2024.09.30;Japan;South Korea;Denim;MT;0.719;USD;13405.882;18645.18
2836;2024.09.30;Italy;China;Linen;MT;155.339;USD;3454035.968;22235.47
2837;2024.09.30;Italy;Japan;Linen;MT;0.29;USD;25443.846;87737.4
2838;2024.09.30;Italy;Pakistan;Linen;MT;5.253;USD;34252.015;6520.47
2839;2024.09.30;Italy;India;Linen;MT;2.211;USD;65528.732;29637.6
2840;2024.09.30;Japan;China;Linen;MT;30.857;USD;607174.721;19677.05
2841;2024.09.30;Japan;South Korea;Linen;MT;0.452;USD;15521.497;34339.6
2842;2024.09.30;Japan;India;Linen;MT;3.012;USD;65835.447;21857.72
2843;2024.09.30;India;China;Silk;MT;60.254;USD;2814588.278;46712.06
2844;2024.09.30;India;Vietnam;Silk;MT;128.222;USD;8253596.022;64369.58
2845;2024.09.30;India;China;Silk;MT;6.736;USD;141856.362;21059.44
2846;2024.09.30;India;China;Silk;MT;15.527;USD;2332557.601;150225.9
2847;2024.09.30;India;India;Silk;MT;0.057;USD;8499.37;149111.75
2848;2024.09.30;India;Vietnam;Silk;MT;1.791;USD;267839.387;149547.4
2849;2024.09.30;India;China;Cotton;MT;43.593;USD;117562.418;2696.82
2850;2024.09.30;India;Indonesia;Cotton;MT;12.566;USD;8619.43;685.93
2851;2024.09.30;India;Vietnam;Cotton;MT;121.02;USD;469735.51;3881.47
2852;2024.09.30;India;Bangladesh;Cotton;MT;192.106;USD;1649235.741;8585.03
2853;2024.09.30;India;China;Cotton;MT;245.508;USD;3247596.635;13228.07
2854;2024.09.30;India;Indonesia;Cotton;MT;3.973;USD;77168.894;19423.33
2855;2024.09.30;India;Japan;Cotton;MT;7.864;USD;55799.532;7095.57
2856;2024.09.30;India;India;Cotton;MT;5.672;USD;25961.215;4577.08
2857;2024.09.30;India;Vietnam;Cotton;MT;82.531;USD;1606282.838;19462.78
2858;2024.09.30;India;Thailand;Cotton;MT;0.276;USD;5529.625;20034.87
2859;2024.09.30;India;Bangladesh;Denim;MT;39.239;USD;309295.336;7882.35
2860;2024.09.30;India;Sri Lanka;Denim;MT;0;USD;3.544;#DIV/0!
2861;2024.09.30;India;China;Denim;MT;125.434;USD;1305629.173;10408.89
2862;2024.09.30;India;Japan;Denim;MT;1.552;USD;13188.875;8497.99
2863;2024.09.30;India;South Korea;Denim;MT;0.048;USD;204.24;4255
2864;2024.09.30;India;Vietnam;Denim;MT;12.28;USD;118152.444;9621.53
2865;2024.09.30;India;Thailand;Denim;MT;20.875;USD;166836.372;7992.16
2866;2024.09.30;India;Bangladesh;Denim;MT;0.688;USD;6784.836;9861.68
2867;2024.09.30;India;China;Denim;MT;235.659;USD;1842643.114;7819.11
2868;2024.09.30;India;Indonesia;Denim;MT;9.681;USD;63509.29;6560.2
2869;2024.09.30;India;South Korea;Denim;MT;2.23;USD;17088.922;7663.19
2870;2024.09.30;India;India;Denim;MT;1.057;USD;9715.289;9191.38
2871;2024.09.30;India;Vietnam;Denim;MT;5.073;USD;38985.762;7684.95
2872;2024.09.30;India;China;Linen;MT;97.454;USD;2535205.571;26014.38
2873;2024.09.30;India;Vietnam;Linen;MT;0.396;USD;14347.222;36230.36
2874;2024.09.30;India;Thailand;Linen;MT;0.307;USD;11114.34;36203.06
2875;2024.09.30;United Kingdom;China;Silk;MT;0.662;USD;51308.215;77504.86
2876;2024.09.30;United Kingdom;India;Silk;MT;2.662;USD;52298.445;19646.3
2877;2024.09.30;USA;China;Silk;MT;0.071;USD;6091;85788.73
2878;2024.09.30;USA;Japan;Silk;MT;0.726;USD;49826;68630.85
2879;2024.09.30;USA;India;Silk;MT;0.484;USD;66163;136700.41
2880;2024.09.30;United Kingdom;Bangladesh;Silk;MT;0.051;USD;5702.088;111805.65
2881;2024.09.30;United Kingdom;Japan;Silk;MT;0.005;USD;2640.174;528034.8
2882;2024.09.30;United Kingdom;South Korea;Silk;MT;0.002;USD;8945.126;4472563
2883;2024.09.30;United Kingdom;India;Silk;MT;3.554;USD;400591.176;112715.58
2884;2024.09.30;United Kingdom;Thailand;Silk;MT;0.005;USD;2251.485;450297
2885;2024.09.30;USA;China;Silk;MT;1.423;USD;216365;152048.49
2886;2024.09.30;USA;Japan;Silk;MT;0.04;USD;6033;150825
2887;2024.09.30;USA;South Korea;Silk;MT;7.66;USD;1147399;149790.99
2888;2024.09.30;USA;India;Silk;MT;5.99;USD;915669;152866.28
2889;2024.09.30;USA;Thailand;Silk;MT;0.163;USD;24899;152754.6
2890;2024.09.30;United Kingdom;Japan;Cotton;MT;0.007;USD;1590.45;227207.14
2891;2024.09.30;United Kingdom;India;Cotton;MT;4.476;USD;36170.513;8080.99
2892;2024.09.30;USA;China;Cotton;MT;0.17;USD;7043;41429.41
2893;2024.09.30;USA;South Korea;Cotton;MT;0.35;USD;276;788.57
2894;2024.09.30;United Kingdom;China;Cotton;MT;0.197;USD;6587.875;33440.99
2895;2024.09.30;United Kingdom;Indonesia;Cotton;MT;10.45;USD;43470.984;4159.9
2896;2024.09.30;United Kingdom;Pakistan;Cotton;MT;68.576;USD;288676.629;4209.59
2897;2024.09.30;United Kingdom;India;Cotton;MT;36.737;USD;290038.361;7894.99
2898;2024.09.30;USA;China;Cotton;MT;0.838;USD;7132;8510.74
2899;2024.09.30;USA;Indonesia;Cotton;MT;85.8;USD;299766;3493.78
2900;2024.09.30;USA;Japan;Cotton;MT;0.079;USD;2062;26101.27
2901;2024.09.30;USA;South Korea;Cotton;MT;405.621;USD;1393560;3435.62
2902;2024.09.30;USA;Pakistan;Cotton;MT;274.715;USD;1007235;3666.47
2903;2024.09.30;USA;India;Cotton;MT;263.915;USD;1240622;4700.84
2904;2024.09.30;USA;Vietnam;Cotton;MT;11.66;USD;79755;6840.05
2905;2024.09.30;United Kingdom;China;Cotton;MT;97.205;USD;888059.538;9135.95
2906;2024.09.30;United Kingdom;Indonesia;Cotton;MT;1.591;USD;29599.825;18604.54
2907;2024.09.30;United Kingdom;Japan;Cotton;MT;2.555;USD;75221.817;29441.02
2908;2024.09.30;United Kingdom;South Korea;Cotton;MT;37.389;USD;775944.036;20753.27
2909;2024.09.30;United Kingdom;Pakistan;Cotton;MT;252.089;USD;1675676.13;6647.16
2910;2024.09.30;United Kingdom;India;Cotton;MT;86.32;USD;703546.161;8150.44
2911;2024.09.30;United Kingdom;Thailand;Cotton;MT;11.32;USD;130563.667;11533.89
2912;2024.09.30;USA;China;Cotton;MT;278.762;USD;3027201;10859.45
2913;2024.09.30;USA;Indonesia;Cotton;MT;142.753;USD;1881992;13183.55
2914;2024.09.30;USA;Japan;Cotton;MT;76.145;USD;1061698;13943.11
2915;2024.09.30;USA;South Korea;Cotton;MT;589.588;USD;8501943;14420.14
2916;2024.09.30;USA;Pakistan;Cotton;MT;1100.015;USD;14450327;13136.48
2917;2024.09.30;USA;India;Cotton;MT;311.135;USD;3223850;10361.58
2918;2024.09.30;USA;Vietnam;Cotton;MT;4.185;USD;43069;10291.28
2919;2024.09.30;USA;Thailand;Cotton;MT;52.863;USD;548623;10378.2
2920;2024.09.30;United Kingdom;China;Denim;MT;6.428;USD;60204.424;9365.97
2921;2024.09.30;United Kingdom;Japan;Denim;MT;0.001;USD;1236.135;1236135
2922;2024.09.30;United Kingdom;Pakistan;Denim;MT;215.571;USD;1065799.951;4944.08
2923;2024.09.30;United Kingdom;India;Denim;MT;15.004;USD;210652.023;14039.72
2924;2024.09.30;United Kingdom;Thailand;Denim;MT;0.031;USD;3067.202;98942
2925;2024.09.30;USA;China;Denim;MT;81.577;USD;570734;6996.26
2926;2024.09.30;USA;Indonesia;Denim;MT;1.028;USD;14283;13893.97
2927;2024.09.30;USA;Japan;Denim;MT;102.127;USD;872961;8547.8
2928;2024.09.30;USA;South Korea;Denim;MT;15.922;USD;209645;13167
2929;2024.09.30;USA;Pakistan;Denim;MT;132.69;USD;1066855;8040.21
2930;2024.09.30;USA;India;Denim;MT;393.883;USD;2808309;7129.81
2931;2024.09.30;USA;Vietnam;Denim;MT;0.855;USD;8033;9395.32
2932;2024.09.30;USA;Thailand;Denim;MT;1.619;USD;17099;10561.46
2933;2024.09.30;United Kingdom;China;Denim;MT;0.339;USD;7593.97;22401.09
2934;2024.09.30;United Kingdom;Pakistan;Denim;MT;90.924;USD;531346.543;5843.85
2935;2024.09.30;United Kingdom;India;Denim;MT;18.138;USD;289890.289;15982.48
2936;2024.09.30;United Kingdom;Vietnam;Denim;MT;0.066;USD;2585.969;39181.35
2937;2024.09.30;United Kingdom;Thailand;Denim;MT;0.136;USD;2689.09;19772.72
2938;2024.09.30;USA;China;Denim;MT;11.744;USD;95749;8153.01
2939;2024.09.30;USA;Japan;Denim;MT;21.264;USD;148012;6960.68
2940;2024.09.30;USA;South Korea;Denim;MT;0.266;USD;6163;23169.17
2941;2024.09.30;USA;Pakistan;Denim;MT;5.764;USD;83201;14434.59
2942;2024.09.30;USA;India;Denim;MT;34.675;USD;515209;14858.23
2943;2024.09.30;USA;Thailand;Denim;MT;0.683;USD;4988;7303.07
2944;2024.09.30;USA;Indonesia;Linen;MT;0.118;USD;5315;45042.37
2945;2024.09.30;USA;South Korea;Linen;MT;0.333;USD;12645;37972.97
2946;2024.09.30;United Kingdom;China;Linen;MT;16.273;USD;262077.902;16105.08
2947;2024.09.30;United Kingdom;India;Linen;MT;5.231;USD;299076.031;57173.78
2948;2024.09.30;United Kingdom;Thailand;Linen;MT;8.487;USD;325887.611;38398.45
2949;2024.09.30;USA;China;Linen;MT;32.826;USD;575426;17529.58
2950;2024.09.30;USA;Japan;Linen;MT;0.959;USD;21196;22102.19
2951;2024.09.30;USA;South Korea;Linen;MT;0.849;USD;12499;14722.03
2952;2024.09.30;USA;India;Linen;MT;53.544;USD;1516522;28322.91
2953;2024.09.30;USA;Thailand;Linen;MT;10.582;USD;307653;29073.24
2954;2024.10.31;China;Thailand;Silk;MT;9.72;USD;92725;9539.61
2955;2024.10.31;China;China;Silk;MT;0.022;USD;3690;167727.27
2956;2024.10.31;China;Japan;Silk;MT;0.083;USD;11128;134072.29
2957;2024.10.31;China;China;Silk;MT;0.275;USD;57919;210614.55
2958;2024.10.31;China;Japan;Silk;MT;2.105;USD;177950;84536.82
2959;2024.10.31;China;South Korea;Silk;MT;0.259;USD;23715;91563.71
2960;2024.10.31;China;India;Silk;MT;0.287;USD;29610;103170.73
2961;2024.10.31;China;India;Cotton;MT;77.564;USD;176710;2278.25
2962;2024.10.31;China;Bangladesh;Cotton;MT;8676.78;USD;9633241;1110.23
2963;2024.10.31;China;China;Cotton;MT;355.971;USD;1450546;4074.9
2964;2024.10.31;China;Indonesia;Cotton;MT;2520.214;USD;6860911;2722.35
2965;2024.10.31;China;Japan;Cotton;MT;33.54;USD;365565;10899.37
2966;2024.10.31;China;South Korea;Cotton;MT;24.459;USD;81594;3335.95
2967;2024.10.31;China;Pakistan;Cotton;MT;12014.819;USD;28736126;2391.72
2968;2024.10.31;China;India;Cotton;MT;6731.426;USD;16774996;2492.04
2969;2024.10.31;China;Vietnam;Cotton;MT;64408.45;USD;149708280;2324.36
2970;2024.10.31;China;Thailand;Cotton;MT;220.761;USD;686013;3107.49
2971;2024.10.31;China;Bangladesh;Cotton;MT;0.001;USD;8;8000
2972;2024.10.31;China;China;Cotton;MT;30.489;USD;342181;11223.1
2973;2024.10.31;China;Indonesia;Cotton;MT;30.045;USD;352409;11729.37
2974;2024.10.31;China;Japan;Cotton;MT;111.975;USD;2447038;21853.43
2975;2024.10.31;China;South Korea;Cotton;MT;24.486;USD;423811;17308.3
2976;2024.10.31;China;Pakistan;Cotton;MT;366.636;USD;1523081;4154.2
2977;2024.10.31;China;India;Cotton;MT;21.787;USD;171336;7864.14
2978;2024.10.31;China;Vietnam;Cotton;MT;1032.714;USD;3954581;3829.31
2979;2024.10.31;China;Bangladesh;Denim;MT;1.382;USD;7570;5477.57
2980;2024.10.31;China;China;Denim;MT;384.445;USD;1803878;4692.16
2981;2024.10.31;China;Indonesia;Denim;MT;5.629;USD;66262;11771.54
2982;2024.10.31;China;Japan;Denim;MT;229.96;USD;2890495;12569.56
2983;2024.10.31;China;South Korea;Denim;MT;69.298;USD;312242;4505.79
2984;2024.10.31;China;Pakistan;Denim;MT;343.412;USD;1664383;4846.61
2985;2024.10.31;China;India;Denim;MT;3.532;USD;36632;10371.46
2986;2024.10.31;China;Vietnam;Denim;MT;543.135;USD;2882758;5307.63
2987;2024.10.31;China;Thailand;Denim;MT;250.106;USD;1955965;7820.54
2988;2024.10.31;China;China;Denim;MT;79.411;USD;638235;8037.11
2989;2024.10.31;China;Indonesia;Denim;MT;22.104;USD;263686;11929.33
2990;2024.10.31;China;Japan;Denim;MT;60.109;USD;754021;12544.23
2991;2024.10.31;China;South Korea;Denim;MT;18.921;USD;259427;13711.06
2992;2024.10.31;China;Pakistan;Denim;MT;102.14;USD;464097;4543.73
2993;2024.10.31;China;India;Denim;MT;3.212;USD;46701;14539.54
2994;2024.10.31;China;Vietnam;Denim;MT;192.826;USD;1242881;6445.61
2995;2024.10.31;China;Thailand;Denim;MT;41.965;USD;385079;9176.19
2996;2024.10.31;China;India;Linen;MT;32.825;USD;101220;3083.63
2997;2024.10.31;China;Vietnam;Linen;MT;580.6;USD;3265123;5623.7
2998;2024.10.31;China;China;Linen;MT;6.174;USD;151741;24577.42
2999;2024.10.31;China;Indonesia;Linen;MT;1.024;USD;16186;15806.64
3000;2024.10.31;China;Japan;Linen;MT;6.406;USD;289371;45171.87
3001;2024.10.31;China;South Korea;Linen;MT;5.361;USD;83088;15498.6
3002;2024.10.31;China;India;Linen;MT;0.366;USD;9759;26663.93
3003;2024.10.31;China;Vietnam;Linen;MT;0.249;USD;854;3429.72
3004;2024.10.31;France;China;Silk;MT;0.046;USD;326.04;7087.83
3005;2024.10.31;France;Japan;Silk;MT;0.082;USD;420.908;5133.02
3006;2024.10.31;France;Sri Lanka;Silk;MT;0;USD;22.899;#DIV/0!
3007;2024.10.31;France;China;Silk;MT;3.25;USD;340892.811;104890.1
3008;2024.10.31;France;Japan;Silk;MT;0.048;USD;20162.139;420044.56
3009;2024.10.31;France;South Korea;Silk;MT;0.058;USD;103883.541;1791095.53
3010;2024.10.31;France;India;Silk;MT;2.652;USD;206996.144;78052.84
3011;2024.10.31;France;Vietnam;Silk;MT;0.003;USD;206.092;68697.33
3012;2024.10.31;France;Thailand;Silk;MT;0.177;USD;25230.48;142545.08
3013;2024.10.31;France;Sri Lanka;Cotton;MT;0.002;USD;8.723;4361.5
3014;2024.10.31;France;China;Cotton;MT;0.627;USD;6315.798;10073.04
3015;2024.10.31;France;Japan;Cotton;MT;0.04;USD;2913.642;72841.05
3016;2024.10.31;France;South Korea;Cotton;MT;0.005;USD;20.718;4143.6
3017;2024.10.31;France;India;Cotton;MT;0.005;USD;43.617;8723.4
3018;2024.10.31;France;Vietnam;Cotton;MT;0.101;USD;112.315;1112.03
3019;2024.10.31;France;China;Cotton;MT;0.001;USD;26.17;26170
3020;2024.10.31;France;Japan;Cotton;MT;0.008;USD;599.739;74967.38
3021;2024.10.31;France;Pakistan;Cotton;MT;16.864;USD;211266.286;12527.65
3022;2024.10.31;France;India;Cotton;MT;52.478;USD;248685.646;4738.86
3023;2024.10.31;France;China;Cotton;MT;133.2;USD;932916.024;7003.87
3024;2024.10.31;France;Indonesia;Cotton;MT;0.342;USD;10421.285;30471.59
3025;2024.10.31;France;Japan;Cotton;MT;2.403;USD;170812.247;71082.92
3026;2024.10.31;France;South Korea;Cotton;MT;6.667;USD;129590.541;19437.61
3027;2024.10.31;France;Pakistan;Cotton;MT;197.755;USD;1262880.498;6386.09
3028;2024.10.31;France;India;Cotton;MT;85.923;USD;768452.289;8943.5
3029;2024.10.31;France;Vietnam;Cotton;MT;0.021;USD;491.786;23418.38
3030;2024.10.31;France;Thailand;Cotton;MT;1.704;USD;38767.137;22750.67
3031;2024.10.31;France;Bangladesh;Denim;MT;0.409;USD;2570.155;6284
3032;2024.10.31;France;Sri Lanka;Denim;MT;0.029;USD;44.708;1541.66
3033;2024.10.31;France;China;Denim;MT;44.907;USD;257849.66;5741.86
3034;2024.10.31;France;Indonesia;Denim;MT;0.005;USD;618.277;123655.4
3035;2024.10.31;France;Japan;Denim;MT;7.205;USD;429707.634;59640.2
3036;2024.10.31;France;South Korea;Denim;MT;0.046;USD;13841.979;300912.59
3037;2024.10.31;France;Pakistan;Denim;MT;53.738;USD;183414.401;3413.12
3038;2024.10.31;France;India;Denim;MT;23.186;USD;330038.624;14234.39
3039;2024.10.31;France;Thailand;Denim;MT;0.155;USD;10692.803;68985.83
